"id","boundary_id","x","y"
35262,1,1031,1390
54616,2,1574,1137
95904,1,128,581
39538,1,948,1337
21327,1,1061,1619
97259,1,81,564
39975,2,1710,1332
5439,1,1178,1891
44138,1,929,1262
35461,2,1657,1387
6082,1,1158,1878
1812,2,1691,1963
87518,1,188,726
5747,2,1684,1885
30646,2,1646,1476
59203,2,1599,1081
82532,1,221,813
107529,2,1356,399
13941,1,1126,1737
121034,1,183,166
72729,2,1600,958
60924,1,665,1060
67489,1,479,1019
83124,1,208,803
112349,1,142,318
108568,1,114,381
28382,1,1040,1507
9166,2,1681,1823
68681,2,1599,1011
55372,1,803,1127
30051,1,1028,1486
120827,2,1234,170
97068,2,1435,567
5005,1,1170,1899
54644,1,790,1136
21390,1,1064,1618
94093,1,141,612
128106,2,1150,49
6281,2,1691,1875
126208,2,1179,81
81796,2,1503,824
23375,2,1735,1586
23322,2,1740,1587
91586,2,1447,660
46250,2,1620,1246
9745,2,1666,1813
88764,1,191,703
7879,1,1160,1845
125103,2,1185,97
53919,2,1570,1147
4275,2,1704,1914
52822,2,1581,1166
104529,2,1360,448
1939,1,1165,1960
116331,2,1298,249
127615,1,178,57
2013,2,1692,1959
59836,1,687,1073
557,1,1172,1988
82979,2,1508,806
63684,2,1600,1036
18624,1,1099,1657
71159,2,1602,979
93705,2,1437,620
72095,2,1601,967
104310,2,1384,452
118372,2,1267,215
81264,1,219,831
113236,2,1323,303
20670,1,1061,1630
54937,2,1593,1133
42037,2,1718,1296
55468,2,1570,1126
122032,2,1247,148
407,1,1170,1991
58295,2,1586,1092
113030,1,135,306
2442,1,1168,1950
37654,1,977,1357
106895,1,76,409
79590,1,245,856
41378,2,1736,1309
73536,2,1597,945
91481,1,129,661
39533,1,943,1337
79435,2,1526,859
97625,1,108,560
13395,1,1133,1747
113697,1,138,294
52932,2,1574,1164
64882,1,474,1030
70735,1,396,984
124764,2,1184,102
110662,1,114,347
18846,1,1089,1654
9216,2,1673,1822
14501,2,1630,1727
9539,1,1156,1816
57655,2,1612,1100
97102,1,99,566
13959,2,1642,1737
127818,2,1151,54
26068,1,1042,1538
14121,2,1644,1734
28569,1,1042,1505
115127,2,1289,269
52865,2,1566,1165
55774,1,790,1122
20666,2,1709,1631
127880,2,1155,53
115225,1,152,267
87242,2,1460,732
12769,1,1116,1758
116818,2,1279,240
74874,1,321,924
63552,1,526,1036
79988,1,254,850
41501,1,931,1306
108121,2,1349,389
25491,1,1042,1548
40894,1,942,1317
15344,2,1633,1711
35909,2,1664,1380
80645,1,253,840
78074,1,265,880
73055,2,1601,953
122496,1,186,139
118502,2,1278,213
109230,2,1344,370
42231,1,941,1292
5786,1,1174,1884
82938,1,208,806
31606,1,1045,1458
111043,1,130,341
39528,1,938,1337
88594,1,188,706
50149,1,891,1206
104408,2,1360,450
44046,1,939,1263
33684,1,1042,1418
82378,2,1521,816
58399,2,1611,1091
83426,1,196,798
100203,1,57,525
51986,1,846,1179
62405,1,552,1042
89738,2,1442,687
18538,1,1087,1658
9241,1,1155,1821
39156,2,1710,1342
100722,2,1392,516
22909,1,1061,1593
60639,2,1607,1064
60410,1,657,1066
88890,2,1445,701
2499,1,1175,1949
115055,1,153,270
24760,2,1749,1562
118321,2,1276,216
42780,1,935,1281
60694,1,689,1063
23891,2,1725,1577
64688,1,515,1031
119327,2,1266,198
19696,2,1675,1644
79682,2,1517,855
45532,2,1708,1252
102171,2,1387,489
72903,1,358,955
109659,1,113,363
124191,2,1192,111
114537,2,1311,280
87859,1,203,720
8200,2,1672,1840
88883,1,196,701
14162,1,1133,1733
16520,2,1642,1690
64686,1,513,1031
59145,1,688,1081
5152,2,1708,1897
86920,2,1453,738
78248,2,1551,878
40708,1,927,1320
25440,1,1046,1549
77332,2,1551,891
4513,2,1692,1909
6516,1,1170,1870
50290,1,883,1204
71644,2,1609,973
29150,2,1692,1499
61824,1,673,1049
64617,1,444,1031
33972,1,1024,1412
59875,2,1597,1073
65263,1,620,1029
101974,1,43,492
21822,1,1064,1611
85559,2,1476,764
103738,1,59,461
15311,2,1651,1712
81079,2,1503,834
55011,2,1589,1132
103860,1,66,459
66832,1,532,1022
69628,1,428,999
25597,1,1037,1546
7912,2,1682,1845
115175,1,160,268
15116,1,1110,1715
98937,2,1396,544
9068,1,1155,1824
18920,1,1082,1653
100477,1,52,520
65231,1,588,1029
19129,2,1672,1651
28412,2,1679,1507
45284,1,937,1253
11542,1,1147,1781
92259,2,1445,648
126551,2,1182,76
25761,2,1751,1544
57795,1,766,1098
29097,1,1038,1499
109000,1,90,373
1118,2,1697,1977
66773,1,473,1022
51441,2,1581,1188
120182,1,189,182
15786,2,1634,1703
3866,2,1695,1922
89247,2,1449,695
114688,2,1293,277
67904,1,490,1017
54225,1,809,1142
108113,2,1341,389
70472,1,370,987
79748,2,1519,854
42240,2,1721,1292
89728,1,187,687
116930,1,176,238
49216,1,880,1217
120107,1,168,183
69305,1,417,1003
3669,2,1698,1926
116813,2,1274,240
102721,2,1377,479
53762,1,809,1149
1489,1,1165,1969
61582,1,673,1052
29875,1,1050,1489
68829,1,437,1009
99933,2,1410,530
90551,1,150,675
101918,1,40,493
18266,1,1096,1662
90055,1,156,682
36701,2,1666,1369
36223,1,1010,1375
119406,1,176,196
84813,2,1483,777
115037,2,1312,271
2458,2,1687,1950
28431,2,1698,1507
121691,2,1229,154
44266,2,1661,1261
116567,1,162,244
84623,2,1479,780
118910,1,179,205
34756,2,1663,1399
10965,1,1147,1791
59027,1,743,1083
88066,1,188,716
109601,1,121,364
116691,2,1271,242
14710,1,1128,1723
9696,2,1677,1814
95795,2,1442,583
26513,1,1061,1531
18750,1,1073,1655
31217,1,1032,1465
96983,2,1435,568
100893,2,1395,513
27306,2,1716,1520
75971,2,1575,909
13951,2,1634,1737
121000,2,1244,167
95164,1,115,592
101896,2,1383,494
40891,1,939,1317
71289,1,386,977
117320,2,1279,232
42310,2,1741,1291
126481,2,1178,77
26650,2,1729,1529
25304,2,1740,1552
95273,2,1439,591
27058,2,1701,1523
2947,1,1173,1940
79616,2,1516,856
64436,1,498,1032
32444,2,1650,1442
80410,2,1531,844
80822,1,218,837
104356,2,1370,451
9254,1,1168,1821
15147,2,1642,1715
98442,1,81,550
80606,2,1530,841
35210,2,1647,1391
10451,2,1663,1801
95808,1,105,582
57709,1,770,1099
47305,2,1661,1238
7430,1,1179,1853
18319,1,1081,1661
85082,2,1463,772
30615,2,1668,1477
86756,2,1451,741
27487,2,1728,1518
63823,1,570,1035
19105,2,1648,1651
87553,2,1466,726
110114,1,108,356
118011,2,1274,221
96000,2,1429,580
85955,1,197,756
27814,2,1712,1514
51102,2,1577,1193
93298,2,1449,628
30390,2,1660,1481
89876,2,1441,685
104552,1,48,447
64969,1,561,1030
24603,1,1049,1564
108285,2,1340,386
34509,2,1652,1403
49423,1,916,1215
55004,2,1582,1132
38263,1,993,1351
101487,2,1384,502
45927,2,1696,1249
34100,2,1643,1410
83553,1,194,796
111083,1,111,340
40444,2,1710,1325
15730,2,1636,1704
1327,2,1706,1973
25503,1,1054,1548
122025,2,1240,148
4697,1,1173,1905
15168,1,1110,1714
105907,2,1354,425
113838,2,1305,292
703,1,1173,1985
51706,2,1586,1184
15931,1,1103,1700
75084,1,322,921
77375,1,279,890
75214,1,313,919
115824,1,154,257
73914,2,1605,939
102510,2,1393,483
84242,2,1486,786
3618,2,1697,1927
117604,1,174,227
89618,2,1454,689
60459,1,706,1066
122997,2,1237,131
86171,2,1454,752
91030,1,145,668
50930,1,864,1195
123801,2,1226,118
100519,1,38,519
97905,2,1433,557
13042,1,1118,1753
10692,1,1156,1796
119821,2,1256,189
106737,2,1344,412
25499,1,1050,1548
83974,2,1475,790
32405,1,1024,1442
98247,1,56,552
71702,2,1589,972
75019,1,327,922
48116,2,1620,1230
129112,2,1138,30
23747,1,1056,1579
49996,1,894,1208
104539,2,1370,448
130552,2,1128,3
72189,1,340,965
20013,2,1685,1640
23655,2,1727,1581
15158,2,1653,1715
20403,2,1703,1635
67939,1,525,1017
111414,2,1325,335
127940,2,1156,52
20088,2,1684,1639
6244,1,1159,1875
35838,2,1659,1381
130043,1,181,12
105032,1,70,439
80256,1,259,846
102127,1,34,489
110567,2,1328,349
108608,1,95,380
81740,2,1518,825
1936,1,1162,1960
126294,1,166,79
32742,1,1042,1436
12861,2,1650,1757
64562,1,624,1032
18090,2,1650,1665
49378,1,871,1215
127000,2,1145,68
40282,1,929,1327
8108,1,1149,1841
36536,1,1020,1371
48641,2,1578,1224
130188,2,1145,10
127732,1,179,55
36833,1,1012,1367
121789,1,185,152
118272,1,160,216
90219,1,172,680
66866,1,566,1022
38074,1,1000,1353
44691,2,1702,1258
35802,1,1004,1381
24633,2,1735,1564
57624,2,1581,1100
67881,1,467,1017
126453,2,1150,77
108218,1,113,387
115989,2,1303,255
100265,2,1385,524
83511,1,217,797
56050,2,1589,1119
14804,1,1118,1721
76956,2,1560,896
96634,2,1421,572
11468,1,1128,1782
6332,2,1689,1874
56355,1,789,1115
48574,2,1602,1225
105027,1,65,439
82774,1,223,809
4675,2,1704,1906
1115,2,1694,1977
44841,2,1711,1257
75576,1,322,914
62626,1,624,1041
87625,1,189,724
57109,2,1583,1106
126745,1,169,72
103950,2,1384,458
33407,1,1033,1423
19061,2,1686,1652
77570,2,1567,888
13428,2,1661,1747
64666,1,493,1031
65152,1,509,1029
35317,1,1025,1389
89367,2,1453,693
25719,1,1046,1544
89485,2,1448,691
72660,2,1598,959
107081,1,85,406
106399,1,82,417
91514,1,162,661
79496,2,1523,858
111103,1,131,340
41759,1,923,1301
121468,1,187,158
50615,2,1588,1200
30739,1,1038,1474
62061,1,665,1046
121025,1,174,166
58242,2,1612,1093
30934,2,1664,1471
71609,1,383,973
25182,1,1064,1554
37459,1,980,1359
608,1,1174,1987
25418,2,1744,1550
54356,1,799,1140
127115,1,187,66
119330,2,1269,198
110707,2,1342,347
49955,1,853,1208
823,2,1701,1983
115092,2,1311,270
21330,1,1064,1619
108849,1,111,376
115766,1,157,258
57573,1,725,1100
40552,1,948,1323
25417,2,1743,1550
69910,1,413,995
127538,2,1163,59
29994,1,1036,1487
91095,1,142,667
86364,1,197,748
72249,2,1602,965
49293,1,872,1216
77102,2,1552,894
121753,2,1237,153
130430,1,190,5
96519,1,108,573
65682,1,567,1027
76894,2,1574,897
68033,1,451,1016
7506,2,1688,1852
45615,2,1654,1251
115836,1,166,257
17348,1,1085,1676
112157,2,1336,322
5272,1,1168,1894
63172,1,580,1038
112710,2,1319,312
30385,2,1655,1481
123818,1,175,117
79233,1,271,862
33423,2,1640,1423
8017,2,1667,1843
112152,2,1331,322
99525,2,1400,536
11003,2,1668,1791
62739,1,589,1040
106250,2,1370,420
128308,1,192,45
14138,1,1109,1733
17897,2,1649,1668
75102,2,1573,921
37331,2,1680,1361
90078,1,179,682
101488,2,1385,502
7424,1,1173,1853
11666,2,1653,1779
129977,1,170,13
57068,1,746,1106
36800,2,1691,1368
48233,1,901,1228
49191,2,1594,1218
20501,1,1085,1633
26316,1,1048,1534
15519,2,1650,1708
20071,2,1667,1639
29435,1,1052,1495
120620,2,1243,174
12127,1,1126,1770
8540,2,1667,1834
110327,2,1332,353
61950,1,636,1047
75335,1,293,917
116507,1,156,245
11752,1,1140,1777
103715,2,1383,462
28472,1,1038,1506
105491,1,61,431
56425,1,775,1114
93574,1,126,622
12351,1,1123,1766
5028,2,1692,1899
97119,1,116,566
7925,1,1146,1844
94670,1,136,601
9894,1,1152,1810
88562,2,1453,707
11806,1,1139,1776
120009,1,178,185
41303,2,1716,1310
100353,1,40,522
47874,1,930,1232
120950,2,1249,168
3751,1,1177,1924
42677,1,936,1283
114368,2,1314,283
20683,1,1074,1630
90346,1,156,678
113898,2,1307,291
129099,1,190,30
48059,1,922,1230
53584,2,1581,1153
24178,2,1726,1572
67828,1,414,1017
9496,2,1656,1817
91747,1,155,657
111765,2,1333,329
43711,2,1692,1267
51107,2,1582,1193
113317,1,144,301
38788,2,1714,1346
101066,2,1398,510
8514,1,1152,1834
9595,1,1152,1815
102143,1,50,489
20397,2,1697,1635
26418,2,1745,1533
43045,2,1738,1277
125523,2,1180,91
47579,1,934,1235
112439,1,119,316
77420,2,1564,890
117545,1,176,228
67830,1,416,1017
46149,2,1653,1247
29052,2,1678,1500
6008,2,1686,1880
25181,1,1063,1554
46956,1,911,1240
71748,1,364,971
28127,1,1055,1510
1682,1,1158,1965
55375,1,806,1127
10794,1,1148,1794
38097,2,1690,1353
110135,1,129,356
129337,1,175,25
56640,2,1603,1112
128189,1,183,47
64700,1,527,1031
16920,1,1116,1683
86071,2,1455,754
121695,2,1233,154
122445,2,1219,140
21056,2,1690,1624
120493,1,180,176
125003,1,168,98
61419,1,671,1054
26286,2,1737,1535
7128,2,1690,1859
85832,2,1474,759
17516,2,1641,1674
118012,2,1275,221
10645,2,1649,1797
106097,2,1347,422
74817,1,332,925
26796,2,1739,1527
9983,2,1664,1809
49384,1,877,1215
119343,1,169,197
83958,1,210,790
300,1,1163,1993
50131,1,873,1206
66833,1,533,1022
45972,2,1609,1248
23590,2,1721,1582
115621,2,1305,261
115449,2,1313,264
62844,1,473,1039
107871,2,1335,393
51805,1,860,1182
3951,1,1177,1920
126169,1,177,81
94622,1,142,602
104164,2,1360,454
124797,2,1217,102
179,2,1693,1996
83027,2,1494,805
126566,1,173,75
77266,2,1561,892
73258,1,334,949
113755,1,139,293
54631,2,1589,1137
45975,2,1612,1248
24207,1,1047,1571
48630,1,923,1224
97313,2,1423,564
91322,2,1437,664
67949,1,535,1017
122760,2,1241,135
53099,2,1563,1161
100033,2,1384,528
101904,2,1391,494
39991,2,1726,1332
106908,1,89,409
102542,2,1369,482
55203,1,797,1129
127412,2,1151,61
78550,2,1541,873
123813,1,170,117
16857,1,1115,1684
14933,2,1640,1719
93805,2,1436,618
122144,1,166,145
125739,2,1190,88
7757,1,1158,1847
85298,1,205,768
70112,1,391,992
114320,2,1322,284
104963,1,58,440
63495,1,469,1036
3327,2,1706,1933
130065,2,1131,12
98554,2,1413,549
39328,2,1701,1340
2450,1,1176,1950
55077,2,1577,1131
40091,1,948,1330
45452,2,1628,1252
116602,2,1295,244
121587,2,1234,156
117514,2,1287,229
130712,2,1129,0
79543,1,261,857
20352,1,1077,1635
82451,1,203,814
48313,1,885,1227
127665,1,170,56
111325,1,121,336
54617,2,1575,1137
59823,1,674,1073
75116,2,1587,921
20831,2,1698,1628
8586,1,1168,1833
62928,1,557,1039
6366,1,1176,1873
118602,2,1263,211
48572,2,1600,1225
4338,1,1164,1912
108195,1,90,387
26323,1,1055,1534
914,2,1693,1981
70466,2,1617,988
84124,2,1497,788
10404,2,1671,1802
31637,2,1663,1458
15397,2,1634,1710
46044,2,1681,1248
92815,1,133,637
2373,2,1702,1952
34789,1,1036,1398
31731,2,1650,1456
38229,1,959,1351
103876,2,1368,459
17200,2,1648,1679
47621,2,1619,1235
30987,2,1663,1470
129813,1,169,16
129141,1,182,29
108554,1,100,381
118528,1,182,212
68876,1,397,1008
130091,1,175,11
120603,1,183,174
65930,1,578,1026
36862,2,1679,1367
17408,1,1080,1675
51735,1,856,1183
100231,2,1407,525
32051,2,1661,1450
61747,1,676,1050
61625,1,635,1051
91042,1,157,668
60742,1,652,1062
32434,2,1640,1442
28874,2,1673,1502
122145,1,167,145
75364,1,322,917
117765,2,1285,225
102147,1,54,489
69827,1,404,996
42915,2,1728,1279
93117,1,135,631
63542,1,516,1036
5952,2,1683,1881
87703,2,1454,723
120159,1,166,182
61092,1,668,1058
84280,1,215,785
111630,1,141,331
104189,2,1385,454
29401,2,1697,1496
67475,1,465,1019
106010,1,76,423
30628,1,1033,1476
25428,2,1754,1550
89390,1,170,692
106344,1,90,418
28787,2,1678,1503
58097,1,724,1094
96942,1,111,568
72366,1,365,963
64530,1,592,1032
24428,2,1753,1568
120718,2,1233,172
58054,2,1586,1095
96049,1,123,579
27217,2,1705,1521
94769,1,127,599
117663,1,171,226
81515,2,1506,828
129004,2,1131,32
91702,2,1447,658
103703,2,1371,462
20357,1,1082,1635
95960,1,110,580
65142,1,499,1029
103178,2,1368,471
29506,1,1043,1494
19416,1,1083,1647
116464,1,167,246
44852,2,1722,1257
112830,2,1322,310
114657,2,1318,278
120386,1,180,178
124025,2,1210,114
120786,2,1247,171
129927,1,174,14
107507,1,108,399
66635,1,573,1023
53862,2,1575,1148
29948,2,1652,1488
62923,1,552,1039
11511,2,1659,1782
32966,2,1648,1432
86931,2,1464,738
128471,2,1131,42
121902,2,1225,150
126446,1,183,77
29962,2,1666,1488
70236,2,1611,991
125204,1,167,95
93539,1,143,623
33033,1,1024,1430
98522,1,77,549
98720,2,1415,547
90098,2,1447,682
18657,2,1671,1657
24050,1,1062,1574
24694,2,1740,1563
86301,1,187,749
129723,1,187,18
24781,1,1055,1561
16358,2,1646,1693
12591,2,1642,1762
38103,2,1696,1353
122299,2,1243,143
124418,1,170,107
46319,2,1689,1246
101270,2,1381,506
87310,1,185,730
48627,1,920,1224
111238,2,1324,338
53756,2,1585,1150
72325,2,1603,964
80194,2,1510,847
72847,2,1585,956
106620,2,1355,414
91831,1,127,655
30652,2,1652,1476
2181,1,1157,1955
121871,2,1248,151
80925,1,248,836
128921,2,1151,34
39282,1,957,1340
108782,1,99,377
121179,1,167,163
46439,2,1677,1245
128741,2,1129,37
29927,1,1035,1488
116356,1,166,248
20569,1,1087,1632
120966,1,169,167
62029,1,633,1046
93127,1,145,631
44063,2,1667,1263
64242,1,532,1033
32719,2,1660,1437
35258,1,1027,1390
29431,1,1048,1495
118966,1,181,204
21030,1,1064,1624
117680,2,1264,226
47556,1,911,1235
29504,1,1041,1494
86990,2,1469,737
121486,2,1242,158
113683,2,1324,295
14610,2,1632,1725
11190,1,1136,1787
49923,1,901,1209
91382,1,161,663
123007,1,168,130
46547,2,1653,1244
129522,2,1133,22
100406,1,37,521
105540,2,1370,431
31158,1,1027,1466
34766,1,1013,1398
86719,2,1468,742
76865,2,1545,897
109781,1,103,361
4920,2,1691,1901
109974,1,98,358
24657,1,1047,1563
86190,2,1473,752
77521,1,277,888
72188,1,339,965
54823,1,815,1134
124377,2,1187,108
73439,1,330,946
52209,2,1574,1176
57723,2,1592,1099
104253,1,48,452
66652,1,590,1023
62657,1,655,1041
3010,2,1689,1939
83614,2,1506,796
54759,2,1568,1135
84716,1,204,778
994,1,1170,1979
8024,2,1674,1843
100837,2,1395,514
88961,2,1457,700
130163,1,193,10
96887,2,1424,569
110196,1,127,355
58449,1,748,1090
2166,2,1695,1956
13297,2,1642,1749
14570,2,1645,1726
80104,1,239,848
3164,2,1693,1936
53302,1,811,1157
85792,1,191,759
51314,2,1584,1190
66553,1,491,1023
87280,1,205,731
60185,1,690,1069
31143,2,1657,1467
38407,2,1711,1350
98396,2,1421,551
7268,2,1672,1856
128954,2,1132,33
39188,1,956,1341
21921,2,1716,1610
3461,2,1690,1930
55709,1,807,1123
26904,1,1059,1525
106535,1,94,415
23490,2,1735,1584
83874,2,1504,792
119112,1,163,201
7741,2,1691,1848
52105,1,836,1177
99696,1,51,533
32615,1,1022,1438
38786,2,1712,1346
115968,2,1282,255
51914,1,838,1180
110530,1,105,349
123267,1,184,126
39016,1,973,1343
68522,1,412,1012
48271,2,1580,1228
14191,1,1107,1732
124528,2,1210,106
109493,2,1346,366
121842,1,185,151
83538,2,1496,797
124476,1,165,106
25742,2,1732,1544
31533,1,1026,1459
3767,2,1696,1924
21259,2,1717,1621
125431,1,185,92
109048,2,1347,373
74916,2,1594,924
69357,2,1621,1003
127038,1,169,67
15563,2,1639,1707
129148,1,189,29
42902,2,1715,1279
84698,2,1491,779
25055,1,1046,1556
118942,2,1274,205
8727,1,1146,1830
91274,2,1455,665
4882,2,1706,1902
53997,2,1583,1146
128887,1,182,34
110761,2,1333,346
54851,2,1584,1134
70179,1,383,991
94748,2,1439,600
48393,2,1607,1227
64529,1,591,1032
84515,1,191,781
108539,2,1356,382
27734,2,1719,1515
67657,2,1620,1019
130549,2,1125,3
39290,1,965,1340
113120,2,1319,305
75224,1,323,919
87530,1,200,726
122448,2,1222,140
98470,2,1412,550
46387,2,1625,1245
110976,1,122,342
15492,1,1121,1708
105613,1,58,429
25626,2,1731,1546
24462,2,1732,1567
124028,2,1213,114
83321,1,217,800
928,2,1707,1981
71728,1,344,971
8670,2,1687,1832
110593,1,107,348
101737,2,1379,497
118610,2,1271,211
19641,2,1699,1645
69025,2,1602,1007
54852,2,1585,1134
68606,2,1619,1012
47417,2,1654,1237
81855,1,237,823
72333,1,332,963
8743,1,1162,1830
71113,1,373,979
56712,2,1594,1111
33039,1,1030,1430
1597,1,1173,1967
126883,2,1147,70
62297,1,592,1043
107380,1,97,401
108566,1,112,381
57225,1,732,1104
96807,2,1427,570
74207,1,335,934
17748,1,1101,1670
107109,2,1346,406
71246,2,1609,978
126202,2,1173,81
111487,2,1340,334
120126,1,187,183
39000,1,957,1343
73726,1,314,941
42708,2,1736,1283
19496,1,1081,1646
112540,2,1322,315
95981,1,131,580
94492,2,1450,605
70839,2,1600,983
110169,1,100,355
86662,2,1465,743
17260,2,1642,1678
101322,2,1379,505
26010,1,1043,1539
82270,1,226,817
74056,1,319,936
122057,1,186,147
127807,2,1140,54
32638,1,1045,1438
19702,2,1681,1644
38737,1,979,1346
59603,1,708,1076
105801,1,59,426
60547,1,710,1065
29408,2,1704,1496
17606,1,1086,1672
8299,1,1165,1838
45050,2,1641,1255
94,2,1706,1998
18134,1,1098,1664
75383,2,1575,917
21578,1,1070,1615
48208,2,1614,1229
85459,1,192,765
45299,2,1613,1253
61914,2,1601,1048
76901,1,270,896
44757,2,1627,1257
124949,1,181,99
42927,2,1740,1279
65933,1,581,1026
57221,1,728,1104
117643,2,1291,227
73736,1,324,941
19744,1,1085,1643
23323,2,1741,1587
75589,2,1569,914
33370,2,1641,1424
69678,1,401,998
28206,1,1044,1509
58827,1,713,1085
74692,2,1574,927
118027,1,158,220
25565,1,1060,1547
101553,2,1398,501
26142,1,1056,1537
60279,1,697,1068
86862,2,1449,739
45167,2,1619,1254
44404,2,1694,1260
70952,1,372,981
109066,1,97,372
51631,2,1576,1185
55853,1,789,1121
48366,2,1580,1227
92124,1,141,650
56124,2,1580,1118
45302,2,1616,1253
31804,1,1031,1454
126185,2,1156,81
1439,1,1165,1970
79096,1,265,864
93860,2,1441,617
47193,1,905,1238
66542,1,480,1023
77793,1,263,884
63981,1,500,1034
80342,2,1528,845
120965,1,168,167
6609,1,1158,1868
79893,2,1535,852
3429,2,1708,1931
108514,2,1331,382
44261,2,1656,1261
80028,2,1541,850
11061,2,1667,1790
51221,1,872,1191
67472,1,462,1019
11493,2,1641,1782
53629,2,1570,1152
101102,2,1378,509
11797,1,1130,1776
130466,1,172,4
46453,2,1691,1245
59303,2,1615,1080
127087,2,1172,67
33026,2,1658,1431
18131,1,1095,1664
41661,1,930,1303
85465,1,198,765
121016,1,165,166
83529,2,1487,797
127172,1,185,65
10827,2,1666,1794
14328,1,1130,1730
45145,1,934,1254
56562,1,743,1112
49035,1,873,1219
11068,1,1132,1789
101967,1,36,492
23184,2,1719,1589
94125,1,122,611
20300,2,1672,1636
23250,2,1726,1588
130134,2,1145,11
93631,1,131,621
4505,1,1181,1909
69753,1,403,997
51368,2,1573,1189
62850,1,479,1039
54158,1,811,1143
108890,1,95,375
67056,1,519,1021
19459,2,1678,1647
38259,1,989,1351
39706,1,950,1335
47671,1,906,1234
45796,2,1698,1250
40112,2,1702,1330
2599,1,1175,1947
42515,1,925,1286
93650,2,1433,621
84233,2,1477,786
